Number_Of_Dependant,Years_At_Residence,Years_At_Business,Nb_Of_Products,DAY(BirthDate),DAY(Customer_Open_Date),DAY(Prod_Decision_Date),YEAR(BirthDate),YEAR(Customer_Open_Date),YEAR(Prod_Decision_Date),MONTH(BirthDate),MONTH(Customer_Open_Date),MONTH(Prod_Decision_Date),WEEKDAY(BirthDate),WEEKDAY(Customer_Open_Date),WEEKDAY(Prod_Decision_Date),Net_Annual_Income_transform,Customer_Type_Existing Client,Customer_Type_Non Existing Client,P_Client_NP_Client,P_Client_P_Client,Educational_Level_Diploma,Educational_Level_Master/PhD,Educational_Level_Secondary or Less,Educational_Level_University,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Separated,Marital_Status_Single,Marital_Status_Widowed,Prod_Sub_Category_C,Prod_Sub_Category_G,Prod_Sub_Category_P,Source_Branch,Source_Sales,Type_Of_Residence_Company,Type_Of_Residence_New rent,Type_Of_Residence_Old rent,Type_Of_Residence_Owned,Type_Of_Residence_Parents,Prod_Category_A,Prod_Category_B,Prod_Category_C,Prod_Category_D,Prod_Category_E,Prod_Category_F,Prod_Category_G,Prod_Category_H,Prod_Category_I,Prod_Category_J,Prod_Category_K,Prod_Category_L,Prod_Category_M,KMeans 2,KMeans 3,Agglomerative Clustering Cosine,Agglomerative Clustering Euclidean,DBSCAN eps=3,Y
0.0,5,1.0,1,17,5,6,1960,2011,2011,4,12,12,6,0,1,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,1,1.0,1,10,5,6,1975,2011,2011,10,12,12,4,0,1,36.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,18,0
2.0,10,3.0,1,5,24,6,1962,2011,2011,8,11,12,6,3,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,1
0.0,7,1.0,1,23,6,6,1980,2011,2011,2,12,12,5,1,1,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
2.0,11,1.0,1,7,5,6,1967,2011,2011,5,12,12,6,0,1,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,10,10.0,1,25,5,6,1958,2011,2011,6,12,12,2,0,1,50.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,10,10.0,1,29,5,6,1980,2011,2011,6,12,12,6,0,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,15,1.0,1,28,7,14,1988,2011,2011,8,12,12,6,2,2,552.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0
0.0,15,1.0,1,26,5,6,1976,2011,2011,3,12,12,4,0,1,30.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,18,0
3.0,2,2.0,1,2,5,6,1958,2011,2011,6,12,12,0,0,1,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,2,2.0,1,7,5,6,1982,2011,2011,4,12,12,2,0,1,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
2.0,10,1.0,1,9,5,6,1979,2011,2011,2,12,12,4,0,1,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
4.0,35,2.0,1,9,5,6,1956,2011,2011,8,12,12,3,0,1,18.0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
0.0,1,1.0,1,18,7,23,1982,2011,2011,4,12,12,6,2,4,36.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,15,1.0,1,15,5,7,1985,2011,2011,11,12,12,4,0,2,120.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
0.0,25,10.0,1,21,4,6,1986,2011,2011,11,12,12,4,6,1,50.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
1.0,2,2.0,1,26,6,8,1981,2011,2011,6,12,12,4,1,3,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
1.0,10,1.0,1,11,4,6,1974,2011,2011,7,12,12,3,6,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
0.0,1,1.0,1,11,6,7,1978,2011,2011,6,12,12,6,1,2,24.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,2,2.0,1,1,8,18,1990,2011,2011,11,12,12,3,3,6,36.0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,1
1.0,15,3.0,1,27,8,21,1979,2011,2011,12,12,12,3,3,2,50.0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3.0,1,1.0,1,14,6,7,1965,2011,2011,12,12,12,1,1,2,25.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,22,0
3.0,12,1.0,1,30,6,7,1978,2011,2011,9,12,12,5,1,2,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
2.0,5,5.0,1,29,6,7,1981,2011,2011,7,12,12,2,1,2,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
0.0,20,2.0,1,21,5,8,1979,2011,2011,8,12,12,1,0,3,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,1
0.0,20,20.0,1,5,12,12,1951,2011,2011,12,12,12,2,0,0,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,159,0
4.0,1,1.0,1,13,7,8,1964,2011,2011,9,12,12,6,2,3,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,40,1.0,1,29,24,7,1969,2011,2011,6,11,12,6,3,2,25.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
0.0,1,1.0,1,26,7,8,1984,2011,2011,4,12,12,3,2,3,36.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,18,0
2.0,4,2.0,1,29,29,7,1950,2011,2011,9,11,12,4,1,2,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,10,3.0,1,23,6,8,1951,2011,2011,5,12,12,2,1,3,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
2.0,10,2.0,1,17,11,11,1966,2011,2011,2,12,12,3,6,6,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
2.0,7,7.0,1,8,20,8,1984,2011,2011,8,11,12,2,6,3,50.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
2.0,10,1.0,1,24,28,8,1964,2011,2011,12,11,12,3,0,3,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,15,1.0,1,26,7,14,1958,2011,2011,7,12,12,5,2,2,30.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,1
2.0,10,2.0,1,4,7,8,1949,2011,2011,5,12,12,2,2,3,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,15,1.0,1,10,6,8,1962,2011,2011,5,12,12,3,1,3,30.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
3.0,19,1.0,1,14,5,8,1963,2011,2011,9,12,12,5,0,3,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
1.0,1,1.0,1,17,1,8,1954,2011,2011,3,12,12,2,3,3,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
3.0,20,1.0,1,16,7,8,1965,2011,2011,6,12,12,2,2,3,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
3.0,10,1.0,1,21,7,8,1965,2011,2011,5,12,12,4,2,3,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,1,1.0,1,7,3,8,1983,2011,2011,2,11,12,0,3,3,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,104,0
2.0,1,1.0,1,1,5,11,1966,2011,2011,11,12,12,1,0,6,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1
3.0,3,2.0,1,2,5,11,1978,2011,2011,7,12,12,6,0,6,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,5,1.0,1,23,6,11,1989,2011,2011,9,12,12,5,1,6,35.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1
1.0,5,1.0,1,7,7,11,1979,2011,2011,5,12,12,0,2,6,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
2.0,5,1.0,1,8,6,11,1972,2011,2011,10,12,12,6,1,6,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,18,0.0,1,11,4,18,1988,2011,2011,12,12,12,6,6,6,30.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
2.0,5,1.0,1,6,7,11,1976,2011,2011,4,12,12,1,2,6,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
0.0,4,1.0,1,10,4,28,1959,2011,2011,12,12,12,3,6,2,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
2.0,1,1.0,1,6,8,11,1976,2011,2011,2,12,12,4,3,6,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
1.0,15,1.0,1,20,8,13,1984,2011,2011,10,12,12,5,3,1,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
0.0,15,1.0,1,28,8,11,1962,2011,2011,7,12,12,5,3,6,30.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
0.0,15,1.0,1,30,8,11,1960,2011,2011,7,12,12,5,3,6,30.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
1.0,10,3.0,1,21,7,11,1982,2011,2011,4,12,12,2,2,6,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,10,31.0,1,8,6,11,1956,2011,2011,1,12,12,6,1,6,60.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,2,2.0,1,14,8,11,1967,2011,2011,9,12,12,3,3,6,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,1,1.0,1,24,4,11,1976,2011,2011,10,12,12,6,6,6,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,15,1.0,1,7,8,12,1963,2011,2011,6,12,12,4,3,0,25.0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,26,0
2.0,7,1.0,1,27,8,12,1978,2011,2011,5,12,12,5,3,0,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
3.0,6,1.0,1,10,8,11,1978,2011,2011,1,12,12,1,3,6,25.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,1,1.0,1,29,11,14,1964,2011,2011,8,12,12,5,6,2,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
0.0,1,1.0,1,16,11,12,1988,2011,2011,9,12,12,4,6,0,36.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,18,0
2.0,10,3.0,1,16,11,14,1967,2011,2011,11,12,12,3,6,2,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
0.0,27,4.0,1,1,7,12,1984,2011,2011,3,12,12,3,2,0,336.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
3.0,10,3.0,1,20,11,12,1956,2011,2011,11,12,12,1,6,0,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
0.0,15,1.0,1,5,5,12,1985,2011,2011,6,12,12,2,0,0,50.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,97,0
2.0,1,1.0,1,20,1,12,1967,2011,2011,7,12,12,3,3,0,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,1,1.0,1,12,11,12,1981,2011,2011,1,12,12,0,6,0,36.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,18,0
2.0,1,1.0,1,28,11,12,1971,2011,2011,6,12,12,0,6,0,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
1.0,1,1.0,1,21,11,12,1968,2011,2011,9,12,12,5,6,0,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
0.0,20,2.0,2,4,11,12,1986,2011,2011,6,12,12,2,6,0,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,16,0
2.0,5,1.0,1,16,11,12,1975,2011,2011,4,12,12,2,6,0,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,10,3.0,1,8,11,12,1959,2011,2011,10,12,12,3,6,0,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
3.0,1,1.0,1,19,11,12,1959,2011,2011,4,12,12,6,6,0,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,15,1.0,1,11,12,12,1977,2011,2011,5,12,12,2,0,0,30.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,10,2.0,1,2,4,13,1987,2011,2011,6,12,12,1,6,1,36.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
4.0,21,21.0,1,1,7,12,1953,2011,2011,6,12,12,0,2,0,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
1.0,10,3.0,1,5,11,14,1981,2011,2011,7,12,12,6,6,2,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
2.0,10,1.0,1,20,11,13,1976,2011,2011,1,12,12,1,6,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,25,2.0,1,25,11,13,1953,2011,2011,2,12,12,2,6,1,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
1.0,7,2.0,1,7,11,13,1960,2011,2011,6,12,12,1,6,1,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
3.0,1,1.0,1,9,11,13,1954,2011,2011,8,12,12,0,6,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
0.0,21,2.0,1,18,11,13,1988,2011,2011,5,12,12,2,6,1,18.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,18,0
0.0,15,6.0,1,18,17,14,1976,2011,2011,1,11,12,6,3,2,24.0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2.0,10,1.0,1,11,11,12,1975,2011,2011,3,12,12,1,6,0,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
3.0,5,3.0,1,10,12,13,1959,2011,2011,1,12,12,5,0,1,300.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
0.0,15,1.0,1,29,12,13,1972,2011,2011,7,12,12,5,0,1,30.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,20,2.0,1,14,7,13,1982,2011,2011,8,12,12,5,2,1,18.0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,125,0
0.0,27,3.0,1,18,6,13,1978,2011,2011,9,12,12,0,1,1,24.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,122,1
0.0,15,1.0,1,15,19,22,1974,2011,2011,3,12,12,4,0,3,30.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
0.0,15,1.0,1,27,12,13,1974,2011,2011,9,12,12,4,0,1,30.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
2.0,10,10.0,1,10,11,13,1959,2011,2011,8,12,12,0,6,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
2.0,6,6.0,1,17,11,13,1980,2011,2011,7,12,12,3,6,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
1.0,10,1.0,1,4,12,15,1982,2011,2011,1,12,12,0,0,3,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
3.0,1,1.0,1,28,6,22,1959,2011,2011,4,12,12,1,1,3,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0
1.0,10,1.0,1,11,12,13,1950,2011,2011,5,12,12,3,0,1,36.0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0
0.0,1,1.0,1,25,12,13,1983,2011,2011,11,12,12,4,0,1,36.0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,18,0
0.0,1,1.0,1,1,12,13,1978,2011,2011,1,12,12,6,0,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,0
1.0,22,2.0,1,12,12,13,1983,2011,2011,10,12,12,2,0,1,18.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,1
0.0,1,1.0,1,12,12,13,1976,2011,2011,11,12,12,4,0,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,13,1
2.0,5,2.0,1,24,24,13,1974,2011,2011,6,11,12,0,3,1,18.0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0
3.0,2,2.0,2,1,12,20,1970,2011,2011,1,12,12,3,0,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,16,0
0.0,10,3.0,1,1,12,13,1970,2011,2011,4,12,12,2,0,1,36.0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,14,0
