Number_Of_Dependant,Years_At_Residence,Years_At_Business,Nb_Of_Products,DAY(BirthDate),DAY(Prod_Decision_Date),DAY(Customer_Open_Date),YEAR(BirthDate),YEAR(Prod_Decision_Date),YEAR(Customer_Open_Date),MONTH(BirthDate),MONTH(Prod_Decision_Date),MONTH(Customer_Open_Date),WEEKDAY(BirthDate),WEEKDAY(Prod_Decision_Date),WEEKDAY(Customer_Open_Date),Net_Annual_Income_transform,Y
1.0,5,10.0,1,7,5,3,1982,2012,2012,9,1,1,1,3,1,36.0,0
0.0,20,1.0,1,29,13,2,1959,2011,2010,5,9,8,4,1,0,36.0,1
0.0,2,2.0,1,1,18,8,1990,2011,2011,11,12,12,3,6,3,36.0,1
2.0,10,1.0,1,20,12,11,1958,2012,2012,4,4,4,6,3,2,36.0,0
0.0,10,3.0,1,24,12,2,1982,2012,2012,1,1,1,6,3,0,36.0,1
0.0,10,1.0,1,24,17,28,1970,2012,2011,2,1,12,1,1,2,36.0,0
2.0,4,1.0,1,8,20,19,1962,2011,2011,4,7,7,6,2,1,20.0,1
2.0,20,15.0,1,24,6,28,1971,2012,1997,10,3,10,6,1,1,150.0,0
1.0,20,3.0,1,20,20,26,1963,2011,2011,6,7,6,3,2,6,50.0,0
0.0,1,1.0,1,10,6,4,1980,2011,2011,4,12,12,3,1,6,36.0,0
2.0,15,1.0,1,3,12,11,1981,2011,2011,12,5,5,3,3,2,40.0,0
2.0,10,10.0,1,4,28,5,1975,2012,2008,4,3,3,4,2,2,200.0,0
0.0,15,1.0,1,1,6,2,1968,2012,2012,1,2,2,0,0,3,36.0,0
3.0,6,5.0,1,4,1,3,1982,2011,2011,7,8,7,6,0,6,60.0,0
0.0,6,18.0,1,30,12,13,1964,2012,2005,10,4,10,4,3,3,33312.0,0
0.0,1,1.0,1,10,12,11,1968,2012,2012,5,3,3,4,0,6,36.0,0
1.0,4,1.0,1,17,6,20,1981,2011,2010,11,9,6,1,1,6,20.0,0
3.0,10,1.0,1,20,11,26,1968,2012,2012,2,3,2,1,6,6,25.0,0
2.0,10,3.0,1,24,22,21,1985,2012,2012,3,3,3,6,3,2,36.0,0
0.0,2,2.0,1,29,28,27,1984,2012,2012,6,3,3,4,2,1,18.0,1
5.0,1,1.0,1,14,13,4,1957,2011,2011,12,10,10,5,3,1,36.0,0
0.0,1,1.0,1,7,13,25,1974,2011,2007,9,9,10,5,1,3,200.0,0
0.0,9,0.0,1,13,18,3,1986,2011,2010,7,9,11,6,6,2,348.0,0
0.0,5,1.0,1,2,9,11,1961,2011,2008,6,5,3,4,0,1,48.0,0
0.0,24,1.0,1,12,23,27,1986,2011,2010,8,6,5,1,3,3,44.0,0
0.0,15,1.0,1,28,22,15,1985,2012,2012,10,3,3,0,3,3,36.0,0
4.0,1,1.0,1,12,9,2,1972,2012,2012,12,1,1,1,0,0,25.0,0
3.0,30,4.0,1,2,29,30,1981,2011,2011,1,11,10,4,1,6,66.0,0
0.0,10,2.0,1,21,24,12,1978,2011,2010,9,10,5,3,0,2,18.0,0
1.0,10,5.0,1,23,11,7,1976,2012,2012,3,3,3,1,6,2,36.0,0
2.0,1,1.0,1,12,18,17,1983,2012,2012,9,4,4,0,2,1,72.0,0
2.0,20,1.0,1,22,27,21,1959,2011,2011,1,9,9,3,1,2,20.0,0
0.0,1,1.0,1,3,26,25,1989,2011,2011,2,9,9,4,0,6,36.0,0
1.0,20,2.0,1,11,11,10,1977,2012,2012,6,1,1,5,2,1,18.0,0
3.0,15,1.0,2,8,15,12,1960,2011,2011,6,5,5,2,6,3,18.0,0
1.0,2,4.0,2,20,24,24,1985,2012,2012,4,4,4,5,1,1,20.0,0
2.0,15,1.0,1,19,18,17,1982,2011,2011,2,5,5,4,2,1,30.0,0
2.0,1,1.0,1,21,24,10,1961,2012,2012,3,4,4,1,1,1,36.0,0
3.0,1,1.0,1,30,29,21,1954,2011,2007,9,9,5,3,3,0,25.0,0
0.0,4,2.0,1,20,26,25,1986,2011,2011,10,10,10,0,2,1,72.0,0
0.0,5,6.0,1,28,29,22,1977,2012,2006,6,1,5,1,6,0,109104.0,0
2.0,7,6.0,1,19,15,2,1978,2011,2006,12,6,7,1,2,6,60.0,0
0.0,22,1.0,1,2,16,26,1989,2011,2011,10,10,9,0,6,0,42.0,0
0.0,1,1.0,1,5,6,5,1963,2011,2011,7,12,12,4,1,0,36.0,0
0.0,10,7.0,1,26,28,22,1981,2011,2010,7,9,4,6,2,3,38.0,0
0.0,19,1.0,1,5,14,12,1984,2011,2010,9,9,5,2,2,2,58776.0,0
2.0,2,6.0,1,15,22,4,1960,2012,2008,12,4,11,3,6,1,300.0,1
0.0,15,15.0,1,4,5,3,1965,2011,2011,8,5,5,2,3,1,18.0,0
4.0,1,1.0,1,23,1,29,1956,2012,2012,12,3,2,6,3,2,36.0,0
0.0,6,12.0,1,4,16,15,1972,2011,2011,5,5,5,3,0,6,18.0,0
1.0,15,1.0,1,5,17,11,1984,2011,2011,1,5,5,3,1,2,30.0,0
3.0,5,1.0,1,22,31,26,1981,2011,2011,8,10,10,5,0,2,36.0,0
0.0,20,10.0,1,17,10,17,1980,2012,2011,3,1,11,0,1,3,240.0,0
2.0,1,1.0,2,14,13,19,1956,2011,2011,11,9,5,2,1,3,36.0,0
0.0,30,1.0,1,14,12,6,1981,2012,2012,7,2,2,1,6,0,25.0,0
0.0,10,2.0,1,11,19,12,1962,2011,2011,12,6,6,1,6,6,18.0,0
3.0,1,1.0,1,28,31,30,1959,2012,2012,7,1,1,1,1,0,36.0,0
1.0,1,1.0,1,11,24,23,1979,2012,2012,9,4,4,1,1,0,36.0,0
0.0,20,1.0,1,26,15,12,1976,2011,2011,4,6,6,0,2,6,36.0,0
0.0,10,10.0,1,15,22,19,1985,2012,2012,12,4,4,6,6,3,36.0,0
0.0,26,10.0,1,18,30,27,1985,2011,2008,11,11,7,0,2,6,36.0,0
3.0,5,2.0,1,16,23,20,1965,2011,2010,11,8,9,1,1,0,18.0,0
1.0,37,14.0,1,10,13,8,1968,2011,2011,1,6,6,2,0,2,18.0,0
0.0,30,1.0,2,7,25,25,1956,2011,2011,9,7,7,4,0,0,18.0,0
0.0,15,1.0,1,5,25,22,1974,2012,2012,1,3,3,5,6,3,36.0,0
4.0,20,20.0,1,7,29,26,1961,2012,2012,1,2,2,5,2,6,36.0,0
0.0,15,1.0,1,1,9,5,1985,2011,2011,2,10,10,4,6,2,30.0,0
0.0,6,8.0,1,8,17,15,1973,2011,2011,1,8,8,0,2,0,36.0,0
4.0,40,1.0,1,14,14,23,1970,2011,2009,7,8,11,1,6,0,22224.0,0
0.0,10,10.0,2,2,25,28,1984,2011,2006,1,9,6,0,6,2,50.0,0
2.0,10,2.0,1,9,19,18,1975,2011,2011,3,9,9,6,0,6,18.0,0
3.0,1,1.0,1,9,13,11,1954,2011,2011,8,12,12,0,1,6,36.0,0
0.0,10,3.0,1,27,14,11,1988,2011,2011,3,8,8,6,6,3,36.0,0
2.0,15,1.0,1,27,2,30,1960,2011,2000,11,8,3,6,1,3,30.0,0
0.0,20,20.0,1,11,29,28,1955,2011,2010,3,5,9,4,6,1,18.0,0
2.0,12,10.0,1,22,14,14,1971,2011,2011,6,11,11,1,0,0,36.0,0
4.0,10,1.0,1,2,27,25,1970,2011,2011,4,7,7,3,2,0,36.0,0
2.0,5,7.0,1,19,24,30,1977,2011,2011,12,11,10,0,3,6,24.0,0
0.0,1,1.0,1,15,5,4,1968,2012,2012,9,1,1,6,3,2,36.0,0
2.0,38,3.0,1,20,3,2,1973,2011,2011,12,10,10,3,0,6,50.0,0
0.0,15,1.0,1,5,29,25,1951,2011,2011,10,10,10,4,5,1,30.0,0
1.0,10,1.0,2,28,15,14,1979,2011,2011,9,12,12,4,3,2,36.0,0
0.0,17,1.0,1,15,21,16,1986,2012,2012,10,2,2,2,1,3,12.0,0
0.0,1,1.0,1,17,26,25,1983,2011,2011,7,9,9,6,0,6,36.0,0
0.0,10,3.0,1,13,25,24,1986,2011,2011,7,10,10,6,1,0,36.0,0
3.0,22,2.0,1,7,18,2,1962,2011,2006,5,8,7,0,3,6,18.0,0
2.0,15,1.0,1,21,24,20,1963,2011,2011,5,7,7,1,6,2,60.0,0
2.0,8,2.0,1,2,3,23,1969,2012,2009,1,1,2,3,1,0,192.0,0
0.0,1,1.0,1,14,16,6,1985,2011,2011,1,6,6,0,3,0,36.0,0
2.0,1,98.0,1,2,13,8,1970,2012,2012,12,3,3,2,1,3,500.0,0
4.0,18,22.0,1,16,28,24,1969,2011,2011,1,7,7,3,3,6,18.0,0
0.0,22,0.0,1,9,12,13,1986,2011,2009,6,12,10,0,0,1,36.0,0
3.0,10,1.0,1,13,2,1,1962,2011,2011,1,6,6,5,3,2,18.0,0
0.0,15,1.0,1,18,19,18,1967,2012,2012,2,1,1,5,3,2,25.0,0
0.0,1,1.0,1,9,28,15,1982,2011,2011,11,12,12,1,2,3,36.0,0
2.0,20,0.0,1,23,15,9,1969,2011,2011,5,11,11,4,1,2,18.0,0
1.0,10,5.0,1,24,13,16,1982,2012,2011,9,3,11,4,1,2,50.0,0
1.0,3,6.0,1,2,2,18,1981,2011,2011,11,6,5,0,3,2,72.0,0
3.0,13,22.0,1,12,29,4,1960,2012,2012,7,3,3,1,3,6,18.0,0
0.0,15,1.0,1,26,14,20,1979,2011,2010,11,8,7,0,6,1,19356.0,0
0.0,15,1.0,1,8,16,12,1973,2011,2011,1,7,7,0,5,1,30.0,0
2.0,25,3.0,1,1,29,19,1980,2012,2009,1,2,10,1,2,0,24.0,0
0.0,1,1.0,1,17,2,28,1987,2012,2011,3,1,12,1,0,2,36.0,0
0.0,15,1.0,1,3,12,15,1978,2012,2012,7,2,1,0,6,6,48.0,0
0.0,20,2.0,1,21,8,5,1979,2011,2011,8,12,12,1,3,0,18.0,1
3.0,1,1.0,1,17,22,19,1969,2012,2012,6,4,4,1,6,3,36.0,0
2.0,1,1.0,1,3,8,16,1968,2011,2010,10,12,6,3,3,2,300.0,0
0.0,5,2.0,1,27,3,18,1966,2011,2011,5,10,9,4,0,6,18.0,0
0.0,5,12.0,1,15,27,14,1958,2011,2011,11,7,7,5,2,3,18.0,0
2.0,13,1.0,1,20,17,16,1963,2011,2011,3,10,10,2,0,6,20.0,0
0.0,35,35.0,1,5,26,9,1960,2012,2009,5,3,12,3,0,2,115.0,0
0.0,15,1.0,1,10,16,3,1959,2012,2012,7,1,1,4,0,1,30.0,0
2.0,47,1.0,1,23,14,13,1963,2011,2011,7,9,9,1,2,1,36.0,0
2.0,32,3.0,1,2,16,22,1980,2012,2011,9,1,12,1,0,3,62328.0,1
0.0,15,10.0,1,15,2,27,1975,2012,2011,7,1,12,1,0,1,30.0,0
0.0,1,1.0,2,2,11,1,1974,2011,2011,8,8,8,4,3,0,20.0,0
2.0,1,1.0,1,12,22,10,1967,2011,2011,10,7,7,3,4,6,20.0,0
3.0,4,1.0,1,14,16,15,1968,2011,2003,2,8,5,2,1,3,20.0,0
1.0,6,6.0,2,29,16,13,1979,2011,2011,1,6,6,0,3,0,552.0,0
0.0,15,1.0,1,26,20,16,1968,2012,2012,1,2,2,4,0,3,36.0,0
0.0,22,1.0,1,29,22,29,1977,2012,2008,6,2,5,2,2,3,18.0,0
0.0,15,1.0,1,5,18,10,1980,2012,2012,5,1,1,0,2,1,30.0,0
0.0,15,1.0,1,10,29,26,1982,2011,2011,1,10,10,6,5,2,30.0,0
2.0,15,1.0,1,28,28,22,1974,2011,2011,4,9,9,6,2,3,20.0,0
3.0,15,1.0,1,14,13,12,1951,2011,2011,10,6,6,6,0,6,30.0,0
0.0,12,2.0,1,7,19,16,1974,2011,2011,2,6,6,3,6,3,18.0,0
0.0,1,10.0,1,5,9,12,1987,2011,2010,7,6,5,6,3,2,35196.0,1
0.0,27,0.0,1,30,16,25,1984,2011,2008,1,8,8,0,1,0,576.0,0
0.0,25,1.0,1,9,8,7,1970,2011,2011,8,8,8,6,0,6,20.0,0
0.0,7,4.0,1,27,11,10,1978,2012,2012,6,1,1,1,2,1,18.0,1
0.0,62,10.0,2,20,30,26,1947,2011,2011,10,10,10,0,6,2,24.0,0
2.0,10,1.0,1,22,26,19,1961,2011,2009,1,6,3,6,6,3,20.0,0
0.0,20,1.0,1,15,11,5,1988,2012,2011,8,1,4,0,2,1,350.0,0
0.0,2,2.0,1,27,26,17,1973,2012,1993,6,1,8,2,3,1,18.0,0
0.0,30,16.0,2,25,26,18,1971,2012,1995,8,1,6,2,3,6,9384.0,0
1.0,1,1.0,1,10,22,20,1976,2011,2008,1,12,5,5,3,1,36.0,0
0.0,2,1.0,1,22,27,17,1971,2011,2011,5,7,7,5,2,6,20.0,0
0.0,20,4.0,2,26,4,31,1984,2012,2008,5,1,3,5,2,0,66.0,0
0.0,15,1.0,1,17,13,12,1958,2012,2012,9,3,3,2,1,0,60.0,0
2.0,20,1.0,1,12,21,17,1967,2011,2011,5,8,8,4,6,2,20.0,0
3.0,10,3.0,1,15,31,24,1964,2012,2012,7,1,1,2,1,1,36.0,0
0.0,15,1.0,1,26,14,13,1955,2011,2011,5,9,9,3,2,1,30.0,0
0.0,15,1.0,1,22,4,31,1983,2011,2011,8,8,7,0,3,6,30.0,0
1.0,15,13.0,1,27,15,14,1963,2012,2012,8,3,3,1,3,2,72.0,0
0.0,15,1.0,2,1,22,15,1959,2011,2011,1,9,9,3,3,3,30.0,0
0.0,15,1.0,1,1,13,19,1988,2012,2012,9,2,1,3,0,3,36.0,1
0.0,15,1.0,1,12,10,6,1982,2012,2012,9,3,3,6,5,1,36.0,0
3.0,1,1.0,1,21,11,8,1974,2012,2012,10,3,3,0,6,3,36.0,0
0.0,15,1.0,1,10,28,30,1982,2012,2008,4,3,3,5,2,6,36.0,0
0.0,2,2.0,1,23,24,26,1966,2011,2010,5,10,12,0,0,6,18.0,0
2.0,5,1.0,1,1,30,18,1974,2012,2012,7,3,3,0,4,6,78144.0,0
1.0,1,1.0,1,6,22,19,1974,2011,2011,9,12,12,4,3,0,25.0,0
2.0,18,1.0,1,27,27,26,1953,2011,2011,10,10,10,1,3,2,20.0,0
0.0,23,23.0,1,18,22,8,1956,2012,2012,12,3,3,1,3,3,36.0,0
2.0,15,1.0,1,23,19,17,1962,2011,2011,7,7,7,0,1,6,30.0,0
1.0,14,2.0,1,17,19,21,1972,2011,2004,3,10,11,4,2,6,18.0,0
0.0,15,1.0,1,9,29,25,1975,2011,2011,1,9,9,3,3,6,30.0,0
1.0,11,2.0,1,12,30,9,1970,2011,2010,8,10,11,2,6,1,18.0,0
0.0,12,0.0,1,9,15,1,1963,2011,2011,9,11,11,0,1,1,100.0,0
0.0,12,2.0,1,18,4,31,1961,2011,2011,4,8,7,1,3,6,18.0,0
2.0,15,10.0,1,26,3,16,1974,2012,2012,9,4,2,3,1,3,120.0,0
2.0,30,1.0,1,3,22,21,1951,2011,2011,11,9,9,5,3,2,20.0,0
1.0,10,7.0,1,30,22,21,1981,2012,2012,11,3,3,0,3,2,36.0,0
2.0,7,11.0,1,14,3,28,1973,2011,2008,12,5,1,4,1,0,18.0,0
1.0,1,1.0,1,12,7,6,1978,2012,2012,3,2,2,6,1,0,36.0,0
0.0,20,10.0,1,1,27,29,1959,2012,2012,2,3,1,6,1,6,50.0,0
0.0,15,1.0,1,31,13,10,1966,2011,2011,5,11,11,1,6,3,30.0,1
0.0,15,1.0,1,13,22,19,1964,2012,2012,10,4,4,1,6,3,36.0,1
2.0,1,1.0,1,8,4,1,1962,2012,2012,7,4,4,6,2,6,36.0,0
2.0,4,12.0,1,19,5,6,1970,2012,2010,7,1,6,6,3,6,12.0,0
0.0,15,1.0,1,6,23,22,1986,2011,2011,1,8,8,0,1,0,30.0,0
3.0,1,1.0,1,21,12,5,1977,2011,2011,4,10,10,3,2,2,20.0,1
0.0,20,1.0,1,4,13,6,1986,2011,2010,1,10,4,5,3,1,216.0,0
0.0,10,3.0,1,24,11,7,1952,2012,2012,5,3,3,5,6,2,36.0,0
3.0,20,1.0,1,13,6,1,1959,2011,2011,2,6,6,4,0,2,100.0,0
0.0,12,1.0,1,18,4,27,1988,2012,2012,2,4,3,3,2,1,18.0,0
0.0,1,1.0,1,12,13,10,1970,2011,2011,5,10,10,1,3,0,20.0,0
0.0,1,1.0,1,7,29,23,1967,2012,2012,9,1,1,3,6,0,25.0,0
0.0,1,1.0,1,25,13,12,1983,2011,2011,11,12,12,4,1,0,36.0,0
1.0,1,1.0,1,20,28,27,1978,2012,2012,12,3,3,2,2,1,36.0,0
0.0,10,1.0,1,14,24,23,1978,2011,2011,11,10,10,1,0,6,36.0,0
0.0,7,1.0,1,6,19,15,1969,2011,2011,6,9,9,4,0,3,36.0,0
0.0,15,1.0,1,13,16,15,1968,2012,2012,12,1,1,4,0,6,30.0,0
0.0,4,6.0,1,24,2,12,1982,2011,2007,10,11,3,6,2,0,48.0,0
3.0,15,5.0,1,30,16,8,1973,2011,2011,11,5,5,4,0,6,30.0,0
2.0,31,2.0,1,9,18,6,1980,2011,2010,5,9,9,4,6,0,108216.0,0
4.0,5,26.0,2,11,3,1,1948,2011,2011,3,8,8,3,2,0,18.0,1
1.0,1,1.0,1,2,26,11,1973,2012,2011,1,3,5,1,0,2,36.0,0
0.0,10,1.0,1,23,11,10,1986,2011,2010,10,5,3,3,2,2,42.0,0
1.0,10,4.0,1,22,11,8,1963,2012,2012,11,4,4,4,2,6,66.0,0
3.0,30,1.0,1,30,7,5,1968,2011,2011,9,12,12,0,2,0,25.0,0
0.0,35,2.0,1,11,19,11,1975,2011,2010,1,5,8,5,3,2,48.0,0
0.0,15,1.0,1,10,8,5,1982,2011,2011,1,9,9,6,3,0,36.0,0
3.0,20,9.0,1,30,14,18,1959,2011,2011,10,12,7,4,2,0,30.0,1
0.0,15,1.0,1,2,29,26,1977,2011,2011,3,11,10,2,1,2,25.0,0
0.0,1,1.0,1,10,25,22,1976,2011,2011,10,9,9,6,6,3,20.0,0
0.0,23,1.0,1,17,22,21,1988,2011,2011,7,6,6,6,2,1,36.0,0
2.0,22,2.0,1,13,22,19,1984,2011,2011,8,9,9,0,3,0,18.0,0
2.0,11,1.0,1,30,5,15,1963,2011,2005,4,10,9,1,2,3,18.0,0
0.0,30,30.0,1,7,1,14,1953,2012,2012,5,3,2,3,3,1,30.0,0
2.0,32,0.0,1,27,5,10,1975,2011,2011,6,5,1,4,3,0,318.0,0
3.0,10,3.0,1,28,5,4,1962,2011,2011,1,10,10,6,2,1,36.0,0
0.0,15,1.0,1,13,28,11,1949,2011,2001,7,9,11,2,2,6,30.0,0
0.0,10,1.0,1,14,21,14,1979,2011,2011,5,8,8,0,6,6,36.0,0
0.0,10,3.0,2,20,25,22,1987,2012,2012,4,3,3,0,6,3,36.0,0
1.0,12,2.0,1,28,30,24,1982,2011,2011,1,7,7,3,5,6,18.0,0
0.0,20,0.0,2,1,24,3,1990,2011,2011,1,11,4,0,3,6,36.0,0
2.0,5,5.0,1,9,5,22,1972,2011,2011,5,10,9,1,2,3,180.0,0
0.0,10,2.0,1,20,20,12,1984,2011,2011,12,7,4,3,2,1,96.0,0
4.0,10,1.0,1,6,11,29,1962,2011,2011,4,8,6,4,3,2,36.0,0
0.0,1,1.0,1,12,21,14,1959,2011,2004,7,7,6,6,3,0,20.0,0
2.0,10,10.0,1,20,25,13,1980,2012,2012,9,3,2,5,6,0,804.0,1
0.0,3,1.0,1,24,30,4,1987,2011,2010,8,5,7,0,0,6,18.0,0
0.0,12,1.0,1,1,19,11,1987,2011,2011,1,5,5,3,3,2,36.0,1
3.0,1,1.0,2,24,26,14,1973,2012,2008,12,1,4,0,3,0,36.0,0
0.0,47,1.0,1,22,27,26,1964,2011,2011,5,10,10,4,3,2,20.0,0
2.0,1,1.0,1,25,23,18,1958,2012,2012,1,1,1,5,0,2,36.0,0
0.0,12,2.0,1,7,28,24,1969,2011,2011,1,11,11,1,0,3,18.0,0
2.0,3,2.0,1,19,26,10,1966,2012,2012,6,1,1,6,3,1,18.0,0
0.0,1,1.0,1,29,15,3,1977,2012,2012,5,1,1,6,6,1,36.0,0
3.0,23,1.0,1,15,9,27,1954,2011,2011,1,5,4,4,0,2,18.0,0
0.0,10,1.0,1,26,16,15,1969,2011,2011,11,8,8,2,1,0,36.0,0
0.0,25,1.0,1,8,14,13,1980,2012,2012,6,2,2,6,1,0,25.0,0
4.0,20,10.0,1,21,28,7,1958,2012,2005,10,2,12,1,1,2,50.0,0
0.0,1,15.0,1,3,19,5,1959,2011,2011,10,10,10,5,2,2,18.0,0
1.0,3,3.0,1,8,13,15,1971,2011,2009,5,7,4,5,2,2,36.0,0
2.0,1,1.0,1,8,28,26,1976,2011,2011,5,7,7,5,3,1,20.0,0
1.0,1,1.0,1,22,26,15,1979,2012,2012,10,1,1,0,3,6,36.0,0
2.0,18,18.0,1,1,13,1,1953,2012,2005,1,3,7,3,1,4,580.0,0
0.0,20,1.0,1,15,15,8,1985,2011,2011,3,8,8,4,0,0,42.0,1
0.0,15,1.0,1,3,1,27,1971,2012,2012,4,3,2,5,3,0,36.0,0
0.0,1,1.0,2,29,19,4,1981,2011,2011,7,10,10,2,2,1,36.0,0
3.0,4,10.0,1,17,25,24,1963,2011,2011,5,10,10,4,1,0,50.0,0
0.0,22,2.0,1,23,18,1,1960,2012,2005,7,3,7,5,6,4,18.0,0
0.0,9,1.0,1,24,8,19,1972,2012,2009,6,2,3,5,2,3,36.0,0
3.0,10,1.0,1,23,15,25,1965,2011,2007,5,8,2,6,0,6,20.0,0
0.0,22,2.0,1,8,28,27,1977,2012,2012,11,3,2,1,2,0,187.0,0
0.0,1,1.0,1,16,27,25,1986,2011,2011,10,8,8,3,5,3,36.0,0
0.0,30,2.0,1,14,18,24,1966,2011,2011,11,8,2,0,3,3,18.0,0
2.0,15,1.0,1,6,25,11,1955,2011,2009,11,5,3,6,2,2,40.0,0
2.0,12,10.0,1,17,18,7,1972,2012,2006,11,1,5,4,2,6,50.0,0
3.0,21,1.0,1,26,8,5,1954,2011,2009,8,5,4,3,6,6,18.0,0
2.0,5,2.0,1,15,21,20,1980,2012,2012,6,2,2,6,1,0,18.0,0
4.0,20,5.0,1,29,29,20,1971,2011,2009,9,9,5,2,3,2,3624.0,0
0.0,15,1.0,1,10,4,3,1954,2012,2012,2,4,4,2,2,1,36.0,1
3.0,10,20.0,1,18,5,13,1963,2011,2011,10,12,10,4,0,3,2000.0,0
3.0,10,1.0,1,4,11,10,1971,2012,2012,7,1,1,6,2,1,36.0,0
2.0,60,22.0,2,30,24,20,1951,2011,2011,7,7,7,0,6,2,18.0,0
5.0,7,1.0,1,14,22,17,1959,2011,2011,11,7,7,5,4,6,36.0,0
0.0,1,1.0,1,14,28,24,1972,2011,2011,4,11,11,4,0,3,25.0,1
2.0,10,10.0,1,3,26,25,1977,2011,2011,8,9,9,2,0,6,50.0,0
0.0,10,2.0,1,22,14,3,1984,2011,2011,6,11,11,4,0,3,5.0,0
0.0,30,30.0,1,4,26,11,1974,2011,2006,10,7,5,4,1,3,18.0,0
0.0,8,12.0,1,25,28,26,1980,2012,2012,4,3,3,4,2,0,36.0,0
0.0,1,1.0,1,30,10,3,1965,2011,2011,1,10,10,5,0,0,36.0,0
2.0,9,1.0,1,17,24,21,1967,2012,2012,7,1,1,0,1,5,25.0,0
2.0,5,0.0,1,29,29,22,1982,2012,2012,1,3,3,4,3,3,50.0,0
3.0,1,9.0,2,27,20,12,1980,2011,2011,9,6,6,5,0,6,114.0,0
0.0,25,5.0,1,1,10,3,1986,2011,2011,10,5,5,2,1,1,35808.0,0
0.0,10,3.0,1,27,22,21,1974,2012,2012,10,3,3,6,3,2,36.0,0
0.0,15,1.0,1,1,9,8,1986,2011,2011,1,5,5,2,0,6,30.0,0
3.0,20,22.0,1,5,28,19,1968,2011,2011,5,9,9,6,2,0,18.0,0
2.0,10,3.0,1,20,8,9,1972,2012,2012,8,3,1,6,3,0,36.0,0
0.0,31,1.0,1,28,31,26,1979,2011,2011,8,7,7,1,6,1,36.0,0
0.0,15,1.0,1,1,22,21,1970,2012,2012,10,3,3,3,3,2,36.0,0
0.0,10,1.0,1,8,16,29,1978,2012,2007,10,2,1,6,3,0,36.0,0
3.0,6,1.0,1,10,25,14,1979,2011,2011,10,7,7,2,0,3,18.0,0
2.0,22,1.0,1,11,18,15,1956,2011,2011,3,9,9,6,6,3,20.0,0
1.0,28,2.0,1,6,22,18,1949,2012,2012,3,3,3,6,3,6,80.0,0
2.0,11,11.0,1,7,20,8,1980,2011,2005,7,10,8,0,3,0,36.0,0
1.0,40,2.0,1,6,15,24,1963,2011,2009,1,5,12,6,6,3,18.0,0
2.0,25,20.0,1,13,15,19,1956,2012,2009,6,3,1,2,3,0,1000.0,0
0.0,15,1.0,1,20,13,12,1962,2012,2012,11,3,3,1,1,0,36.0,0
0.0,15,1.0,1,14,27,23,1986,2011,2011,1,6,5,1,0,0,30.0,0
3.0,1,1.0,1,29,7,6,1981,2012,2012,9,2,2,1,1,0,36.0,0
2.0,6,6.0,1,11,28,11,1973,2011,2008,11,7,12,6,3,3,50.0,0
0.0,8,4.0,1,16,31,5,1975,2011,2011,10,7,7,3,6,1,23928.0,1
0.0,1,1.0,1,12,19,17,1953,2011,2011,12,7,7,5,1,6,36.0,0
3.0,1,1.0,1,7,6,5,1974,2011,2011,1,12,12,0,1,0,36.0,0
0.0,15,1.0,1,17,12,9,1960,2012,2012,1,2,2,6,6,3,36.0,0
3.0,1,1.0,1,29,2,1,1972,2011,2011,8,11,11,1,2,1,20.0,0
0.0,20,20.0,1,31,4,3,1951,2011,2011,10,5,5,2,2,1,18.0,0
0.0,15,1.0,1,7,7,15,1965,2012,2012,4,2,1,2,1,6,36.0,0
0.0,13,1.0,1,30,15,14,1988,2012,2012,7,2,2,5,2,1,60.0,1
0.0,15,1.0,1,1,29,28,1985,2012,2012,2,3,3,4,3,2,36.0,0
0.0,10,3.0,1,17,6,31,1953,2012,2012,11,2,1,1,0,1,36.0,0
2.0,35,3.0,1,11,13,21,1979,2011,2010,10,9,2,3,1,6,20964.0,0
4.0,10,10.0,1,11,5,14,1974,2011,2011,7,12,11,3,0,0,50.0,1
0.0,9,1.0,1,15,17,10,1983,2011,2011,6,10,10,2,0,0,20.0,1
0.0,15,1.0,1,19,12,9,1968,2012,2012,2,2,2,0,6,3,36.0,0
0.0,2,2.0,1,14,8,23,1968,2011,2010,8,8,12,2,0,3,276.0,0
2.0,7,3.0,1,1,4,30,1983,2011,2008,7,8,10,4,3,3,514.0,0
2.0,5,2.0,1,3,29,26,1972,2011,2011,2,5,5,3,6,3,18.0,0
0.0,15,1.0,1,23,7,5,1971,2012,2012,11,3,3,1,2,0,36.0,0
2.0,20,11.0,1,31,21,11,1978,2011,2011,12,7,7,6,3,0,185.0,0
0.0,30,30.0,1,15,16,18,1958,2011,2011,10,10,9,2,6,6,18.0,0
0.0,10,3.0,1,9,29,26,1989,2012,2012,5,2,2,1,2,6,36.0,0
4.0,10,3.0,1,11,9,9,1956,2011,2001,3,8,10,6,1,1,36.0,0
2.0,10,5.0,1,1,17,16,1974,2011,2003,1,11,2,1,3,6,50.0,0
0.0,5,1.0,1,28,23,16,1965,2011,2011,9,5,5,1,0,0,72.0,0
0.0,7,2.0,1,7,31,10,1984,2011,2011,5,7,7,0,6,6,4032.0,1
0.0,15,1.0,1,6,11,10,1970,2012,2012,1,4,4,1,2,1,36.0,0
0.0,20,2.0,1,12,22,21,1953,2012,2012,7,2,2,6,2,1,18.0,0
0.0,30,1.0,2,26,28,13,1957,2011,2011,10,7,7,5,3,2,36.0,0
0.0,15,10.0,1,13,14,7,1989,2012,2011,4,3,7,3,2,3,360.0,0
